,Date,User,Tweet,ID
2125,2023-04-10 20:59:17+00:00,go0onie,@Selenio_Se34 @adr_filoeduc grupo escoteiro,1645531923605856258
2126,2023-04-10 20:38:00+00:00,raphaellajaud,nunca em 11 anos que eu cogitei em algum momento falar isso mas to numa vontade real sair do escoteiro,1645526564749316096
2127,2023-04-10 20:34:03+00:00,OmegaBhryan,@ItsmeTh3o CremDeuspai vcs usam esse tipo de coisa nos escoteiros?,1645525570363731969
2128,2023-04-10 20:33:49+00:00,leandroamlak,"@uborajun dps me chamam de neigro reacionário, por ter no movimento rastafari e na música da jamaica, minhas primordiais referências.

pelo menos, essa vergonha eu não passaria rs

muito menos pra pagar de desbravador dos bagulho. 

ps: se tivesse ouvido QUALQUER disco de reggae 70... 🤷🏾‍♂️",1645525515040862208
2129,2023-04-10 20:18:08+00:00,anarcoconduite,um culto ou um fogo de conselho escoteiro?,1645521565725982754
2130,2023-04-10 20:04:16+00:00,Idfkwh0im,Odeio os escoteiros me afastou mais da minha mlhr😭,1645518076773892114
2131,2023-04-10 19:51:57+00:00,r1qu3pl4y,@pedrolsp16 @jpneto1806 o cara é um desbravador de lugares para dormir,1645514978043068424
2132,2023-04-10 19:42:21+00:00,SHSP_JORNALISTA,"A formação cívica dos jovens pelo 17º Grupo Escoteiro Guia Lopes
https://t.co/RAf1Zxlk7n",1645512559846473728
2133,2023-04-10 19:37:07+00:00,Marquinhous069,Estou levemente viciado em TRAVIS ESCOTEIRO!!!!!!!!!!!,1645511246236581895
2134,2023-04-10 19:35:41+00:00,hey_paparella_,sim eu berro meu nome td dia na chamada do escoteiro mas sim eu tbm me sinto mt especial quando eles me chamam pelo nome   é esse o tt,1645510885203406848
2135,2023-04-10 18:31:17+00:00,CombaterFake,"@vitorlara31 @Ricardo_Cd_Oliv Há uma confusão aí, não? Ele não é identitário. Não o acompanho há muito tempo, mas vejo resgatar a história do Brasil como país de desbravadores e não como país coitadinho vitimizado pelas potências coloniais. Muito diferente do discurso identitário sobre a história do Brasil.",1645494677104205837
2136,2023-04-10 18:28:37+00:00,desbravador_rs,@Mirelabarcello6 Ele não sabe o que está perdendo!,1645494005063651329
2137,2023-04-10 17:22:56+00:00,luuazzzz,@gyibzz sera q poze falar isso ou leva ban dbv,1645477475906879512
2138,2023-04-10 17:05:16+00:00,isaablockedyou,que saudade do campori DSA de 2019 https://t.co/cSad6Fdgws,1645473028766040073
2139,2023-04-10 16:59:09+00:00,AnaPCOLORADA,"@leoluz @rosana Você acaba de me criar um problema. Agora quero consultar meus livros da coleção do Manual do Escoteiro Mirim para achar onde está essa informação, mas eu preciso trabalhar! 🤣🤣🤣",1645471490534522880
2140,2023-04-10 16:52:30+00:00,DanielAquiles15,@Leonardsm98 @marideandrade__ @centralreality É o tipo da Bruna né? Fez o Flop parecer um escoteiro.,1645469816742879233
2141,2023-04-10 16:02:26+00:00,Andrews_DBV,seu perfil foi visto por 3 pessoas nas últimas 2 horas https://t.co/esvVZmj6sb,1645457218702024710
2142,2023-04-10 15:58:45+00:00,Mr_sentinel,"Fatos aleatórios sobre mim

- Toco bateria
- Amo café
- Adoro conversar mas sou super tímido
- Fui escoteiro e sinto muita falta disso 
- Não gosto de doce e passo mal se comer alguns
- Terror é meu gênero favorito",1645456289596678146
2143,2023-04-10 15:56:45+00:00,RochaWesley15,"essas 2 semanas  são muito importante para mim tanto na vida pessoal e no escoteiro ,espero que nada estrague .",1645455786125012992
2144,2023-04-10 15:48:12+00:00,desbravador_rs,Traz ela para cá visitar a terrinha!,1645453637169053698
2145,2023-04-10 15:27:45+00:00,MarcolDarkSouls,"Enquanto eu usava facão e machadinha pra cortar lenha pra fazer fogueira nos escoteiros, agora tão usando p ceifar vidas inocentes. Eu tenho especialização máxima com lâminas, corte, fogueiras e até serrote; agora qual incel psicopata merda usa pro mal muito triste",1645448489587953666
2146,2023-04-10 14:22:19+00:00,paraquepossamos,"Segue lá... https://t.co/zzn7yPnDoq 

#adventistas #iasd #felizsabado #desbravadores #igrejaadventista #ellenwhite #sdachurch #unasp #rodrigosilva #novotempo #tvnovotempo #espaconovotempo #dsa #gc https://t.co/YigysPpo9F",1645432024579047425
2147,2023-04-10 14:21:31+00:00,EscoteirosRS,"Expansão Escoteira - Santa Cruz do Sul
📅Data: 17 de junho de 2023
💻Local: Santa Cruz do Sul
📝Inscrições até: 03 de maio de 2023
💰Valor: R$55,00
✅Podem participar: Adultos do 03º, 04º e 19º Distritos Escoteiros
🪢Inscrições pelo Paxtu",1645431822275182594
2148,2023-04-10 14:02:45+00:00,SchuhYasmin,Os grupos escoteiros estão ensinando errado jesussss,1645427098163486723
2149,2023-04-10 13:18:16+00:00,Danilin_Vilhena,"@VersoNerd Pensando que superman é fraco contra magia (que o thor tem bastante), o azulão tomaria um coro forte. No entanto, o superman full pistola pela morte da lois foi capaz de matar (coisa que o escoteiro jamais faria). Veredito final é que o superman, no esforço, ganharia.",1645415903104737282
2150,2023-04-10 13:06:56+00:00,direitoapenas,"@UOLNoticias Jamais deixaria meu filho aos cuidados de qualquer pessoa religiosa. Seja crente, budista kardecistas e outros..
Aqui tem muita igreja que tem grupos de escotismo meio que anexo ..ora, por que?",1645413051590406151
2151,2023-04-10 12:47:40+00:00,Andrews_DBV,@FlavioDino @LulaOficial So pode tá de brincadeira heim kkkk,1645408203633565698
2152,2023-04-10 12:43:16+00:00,Jornal_HSR,"✩ ⸝⸝ Desbravadores, este calendário postado na página oficial do HSR é um calendário dos lançamentos dos trailers de alguns personagens.

→ Em breve teremos do Gepard e da Seele, então fiquem atentos a futuras atualização!!

→ Lembrando que todos os trailers seram postados + https://t.co/0aw1eJdmao",1645407096551137280
2153,2023-04-10 12:32:16+00:00,jimanotsu,"Começando a semana com notícias legais. NOVA REIMPRESSÃO de A Batalha do Acampamonstro. Fico feliz demais vendo os meus escoteiros andando por aí e encontrando leitores. Como diz o lema: Nós Temos Monstros Aqui! 

PS: E, atualizando a bio, pensei: a minha vida mudou demais. https://t.co/pNYSo138dh",1645404325940801537
2154,2023-04-10 12:24:03+00:00,leoluz,"@rosana O criador de chamava Lot, aí no Brasil virou Ló. Era alemão ou italiano, lembro do Manual do Escoteiro Mirim ahabahahahha",1645402261831536640
2155,2023-04-10 11:55:11+00:00,yoontaerin,"falaram um bagulho que eu lembrei uma vez quando eu tinha uns 8 anos e ainda era obrigada a participar dos ""escoteiros"" da igreja da minha mãe e tava tendo um acampamento. daí eu acordei passando mal, não conseguia parar em pé, né",1645394997154381825
2156,2023-04-10 11:44:53+00:00,TxNaju,"cansei da motopista
cansei da escola 
cansei do escoteiro
cansei de amizade
cansei de macho 
CANSEI",1645392403514249220
2157,2023-04-10 11:21:56+00:00,marcelaelaela,@FlarquibaHist Bizarro alguns comentários. Galera não conhece a história do próprio time. Marcio Braga desbravador e acima de tudo FLAMENGUISTA de alma. Respeitem,1645386626909065217
2158,2023-04-10 08:34:34+00:00,PedroBentoMarq1,"Uma farsa religiosa até aceito em minha casa, MAS AGORA ESCOTEIROS???",1645344508022779905
2159,2023-04-10 07:59:37+00:00,le_fufa,alguém me explica porque é que está a haver um convívio de escoteiros a frente da estação de carcavelos,1645335712068165633
2160,2023-04-10 05:33:54+00:00,emanuncio,"Bem sucedido e original nomeado de desbravador informaria em seu canal no YouTube que estaria iniciando a construção do Fusca idealizado nos projetos de Robert, seguindo cada detalhe o processo foi publicado por completo no YouTube, chamando a atenção de nomes como 7008films +",1645299043667509248
2161,2023-04-10 04:57:54+00:00,radioeleitoral,@sixtnmoons @_williamsci @PoetasFla Esse aí é o desbravador do abandono paternal,1645289982221770753
2162,2023-04-10 03:45:02+00:00,YellaxAC,@lastfmzinha Tive minha época desbravador de músicas,1645271646393999360
2163,2023-04-10 03:24:17+00:00,R_Marquetti,"Ainda em choque com oq aconteceu com o Henrique, ele era do grupo escoteiro de crz, vários acampamentos juntos…😔🖤",1645266423759904770
2164,2023-04-10 03:07:37+00:00,CBMSC193,"00:07 ATENDIMENTO PRÉ-HOSPITALAR local: Escoteiro Souza Neto, VISTA ALEGRE, #MAFRA - feminina passando mal",1645262230345195522
2165,2023-04-10 02:53:01+00:00,sorachiim,"eu não gosto de lembrar do dia da minha investidura em líder de desbravadores. Eu me arrependo de tudo daquele dia. Eu detesto aquele dia. E toda vez que eu visto meu uniforme ou coloco o meu lenço eu lembro dele. Lembro de não ter parado para pensar, estava apenas vivendo",1645258552729018370
2166,2023-04-10 02:44:31+00:00,IsabellyCruzma2,"@maahkdjk @Jhonathan_ks Jhonatan falou que vai usar ela tbm, KKKKKKK VAI SE APAIXONAR DBV ESSE BURRO",1645256415978700800
2167,2023-04-10 02:22:10+00:00,JuhBerger03,Pq as melhores pessoas q conheço são de outras cidades?? As vezes eu te odeio escoteiro por causa disso,1645250791668695040
2168,2023-04-10 02:18:30+00:00,Artui_uf,"Qual foi o lugar mais longe da sua sede que vc já acampou? — Jamboree de Natal-RN, fui como escoteiro ainda. https://t.co/whqOi9Hhzt",1645249866761748482
2169,2023-04-10 01:41:28+00:00,RobertoVieira13,"Enquanto TDK É o melhor filme de herói pra 99% da humanidade aquele 1% está eu com meu Superman 1978 kkkkk

O maior filme de super herói é do Meu Escoteiro Azulão

Vem logo 2025 ❤️ https://t.co/woDdUrRJu4",1645240547811143681
2170,2023-04-10 02:00:13+00:00,lookingforl4y_,"o povo da igreja: mds que saudades de vc nos desbravadores 😍😍😍😍.

bixa quando eu tava lá eu só era humilhada, não sinto nem falta dessa porra",1645245265153064960
2171,2023-04-10 02:13:27+00:00,primenta_gay,"Boy, não tanquei quando o MLK do outro grupo escoteiro falou ""boa tarde menines"" KSKSKSKSKSKSKKSKAKAKAKAKSKSKAKSKKAKA PUTA QUE PARIU DOEU NA ALMA",1645248596126625793
2172,2023-04-10 01:12:51+00:00,notfakevito,"ontem fiz treino de arco e flecha no grupo escoteiro, muito bom",1645233346966847488
2173,2023-04-10 01:10:23+00:00,milittlemilk,@ublaubl vc acha escoteiros engraçados?,1645232725459185666
2174,2023-04-10 01:07:34+00:00,PBrunace,"Eu assumindo compromisso 
- vc vai msm?
- sim, palavra de escoteiro 
Chegou o dia e eu dei balão - eu nunca fui escoteira 🙃",1645232015225094144
2175,2023-04-10 01:01:22+00:00,OiWillen,"@Takeunicorn Avassalador, estonteante, desbravador.",1645230456831393798
2176,2023-04-10 00:51:49+00:00,ublaubl,@milittlemilk escoteiros,1645228054900244483
2177,2023-04-10 00:06:44+00:00,biapoletto,"Este perfil usa desta rede tal qual seus desbravadores nos primórdios: amenidades, opiniões sem importância, queixas de rotina, cotidiano e frases soltas.",1645216706611105794
2178,2023-04-09 23:40:31+00:00,stellaolif,"@callmececif c não conhece, mas é um anna julia do sul, tem uma página sobre escotismo no insta inclusive.......",1645210108895416320
2179,2023-04-09 23:39:36+00:00,Isatyski,"De repente me bateu uma saudade do escoteiro, de acampar com as minhas amigas, das jornadas, os onibus das viagens, chorar no fogo de concelho, rir durante as atividades...",1645209877763981314
2180,2023-04-09 23:19:55+00:00,debstessa,@BonetoPedro @kyIiefoda a unica fogueira q ele faz eh no escoteiro,1645204924228042752
2181,2023-04-09 23:18:51+00:00,KirlianSY,@tiktokexistir_ Uma amiga de uma irmão de um amigo meu literalmente fico passando a mão nas garotas mais velhas do escoteiro dela. A sociedade está a um passo do caos.,1645204657000554498
2182,2023-04-09 23:18:13+00:00,m0rb3ck_z,"@mmparrila Menino, ir fantasiado de escoteiro deu merda",1645204500477558785
2183,2023-04-09 23:12:14+00:00,mmparrila,@m0rb3ck_z Escoteiros bebem?,1645202990968520707
2184,2023-04-09 23:09:36+00:00,vit0r1a5emc,"Amanhã volto a malhar, juro.
Palavra de escoteiro ✋",1645202331556872192
2185,2023-04-09 23:07:56+00:00,eawlimaa,"@uebrisadassa egua, já tenho que ver o povo da minha sala dbv",1645201912201981954
2186,2023-04-09 22:46:32+00:00,YuriTeix_,@piresmds estamos mais perto de escoteiros doq militares kkkkkkkk,1645196524329000960
2187,2023-04-09 22:44:07+00:00,luiza_carstens,Pq ele segue meu grupo escoteiro?,1645195915563606022
2188,2023-04-09 22:36:36+00:00,RonaldLacerda,"Todo gênio inovador é incompreendido . VP mostrando um #Flamengo sem treino, sem tática, sem vontade... Um futebol nunca visto antes. Daqui ha algumas décadas estaremos exaltando esse desbravador.",1645194025471819777
2189,2023-04-09 22:33:10+00:00,adraedu,Amo o escoteiro,1645193161692659715
2190,2023-04-09 21:53:11+00:00,AntMirSant,"@Tarketa_007 Nessa época fiz muita coisa desde sair nas casas vendendo livros para arrecadar dinheiro pra mim mesmo a ir em igrejas em locais mais afastados.
No final deixei de ser desbravador e até de ir Igreja, mas a mudança já estava feita, agradeço a Deus todo dia, se n tinha ido de base",1645183097518841857
2191,2023-04-09 21:50:45+00:00,AntMirSant,"@Tarketa_007 Provavelmente se n fosse a Igreja em idade nova, provavelmente tinha virado bandido. Eu participei dos Desbravadores dos 9~11. Me tornei outro mlk, saí de um briguento que xingava pais, tretava com todo mundo e tudo de ruim q mlk ruim faz para um mlk mais d boa.",1645182485116977152
2192,2023-04-09 21:11:06+00:00,rxvln7,"@PrazerMP lkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk cara esse mlk é um filho da puta, tava tendo até furacão naquele dia, escoteiro maldito",1645172506842607616
2193,2023-04-09 21:03:41+00:00,zepalestrinha,"@kanapesca05 @ohyzin Definir o que, mano? Que o Superman é um escoteiro bondoso e humilde que quer ajudar as pessoas? Foi essa a grande inovação do Byrne? Meia noite eu ti conto um segredo",1645170643598450693
2194,2023-04-09 20:58:40+00:00,GuevaraSemAsma,"@iLeosccp @sobrerinthians Olha aí 😂😂😂

Isso aí grande Corintiano com espírito de desbravador de diretorias incompententes
Fodase tudo que conquistamos e vamos bater palma pra porcada em protesto ao Duílio",1645169379418439684
2195,2023-04-09 20:29:37+00:00,joaoeduardo11__,sdd do tempo dos desbravadores 🤙🏽,1645162069476474880
2196,2023-04-09 20:17:01+00:00,IgorAlvesRibei4,Desbravadores da natureza 🤝🏼 https://t.co/BNjVajLFta,1645158898809053184
2197,2023-04-09 20:11:18+00:00,maemaemaemanhe,@MinusTheBibo Rockeiros desbravadores da via light hahhahaa,1645157459714031616
2198,2023-04-09 19:43:09+00:00,eaefideliss,@VitorDemarchi2 Kkkkkkkkkkkkk precisamos de um terceiro escoteiro,1645150373538148355
2199,2023-04-09 19:35:29+00:00,Andrews_DBV,seu perfil foi visto por 3 pessoas nas últimas 2 horas https://t.co/esvVZmj6sb,1645148443663388672
2200,2023-04-09 19:26:05+00:00,lombrafran,"Passo a maior parte do meu tempo vasculhando os buracos do esgoto desse site e denunciando tweets, se isso aqui distribuísse selos de acordo com nosso tipo de uso como escoteiros certamente meu selo ia ser de chuta cu de fracassado",1645146080605003780
2201,2023-04-09 19:22:40+00:00,cigannno,que saudade de fazer parte de um clube de desbravadores,1645145220844072962
2202,2023-04-09 19:22:32+00:00,caiaochb,"é por isso q essa narrativa se passa em uma terra alternativa a dele, onde essa versão dele é derrotada pelo próprio superman ""escoteiro"" 👍🏼",1645145185314123777
2203,2023-04-09 19:13:33+00:00,carolziroldo,@raftinhoo @ViniCarvalhoak cagada de escoteiro,1645142927700525056
2204,2023-04-09 19:03:38+00:00,laurasarchiv,se quer ficar comigo vai ter que aguentar eu falando do escoteiro 🤭,1645140431787679744
2205,2023-04-09 19:02:27+00:00,oursop0lar,@R3v3rs3_D4m4g3 Como assim você não sabe o nó do cavalo manco? Isso é o básico do escotismo,1645140131731451910
2206,2023-04-09 18:56:42+00:00,blognaointendo,"@DESONERADO Quando eu vejo alguém falando que o Polo com roupinha de escoteiro (T-CROSS) é SUV de verdade, eu fico com vontade de me mat",1645138684088401920
2207,2023-04-09 18:50:50+00:00,angelsfly28k,nossa tem algum escoteiro aqui será,1645137207378812930
2208,2023-04-09 18:03:44+00:00,maamamcckjk,adoro arrastar pessoas pro escoteiro,1645125356624527364
2209,2023-04-09 17:55:28+00:00,KeroZny,Feriado da Páscoa é de lei todo escoteiro acampar,1645123275368849410
2210,2023-04-09 17:40:49+00:00,st4rikw,@yuursun NAO VAMO DBV,1645119589615910912
2211,2023-04-09 17:32:09+00:00,stuartdois,"@Deligtsubs Acho que o meme se refere mais ao fato do Alexandre ter sido um cara completamente desbravador, que não teve medo de fazer e ir em lugares que ninguém tinha ido antes. Porém, também fico encucado com como esquecem de Ciro, o Grande.",1645117408229588999
2212,2023-04-09 17:25:59+00:00,h0nestreaction,@faelbetinha sou eu ta tweetando de mim dbv,1645115856563707921
2213,2023-04-09 17:22:00+00:00,paperflowers23,@meowmtoon Wtf esses são escoteiros hahahahah amei,1645114851969081344
2214,2023-04-09 16:13:03+00:00,marcosxmiguel,@ca_icone NUNCA SUBESTIME O PODER DO CÓDIGO DOS ESCOTEIROS,1645097499982454786
2215,2023-04-09 16:07:41+00:00,teemoters,"@stevapontoexe Mas sem perder a amizade, escoteiro 🥺🥺🥺",1645096152742653954
2216,2023-04-09 16:05:32+00:00,botts___,"@marcelobs77 @ubrals não, para. Manual dos escoteiros mirins.",1645095610658217985
2217,2023-04-09 16:04:23+00:00,brunapimentac,"@felipeneto Felipe, vc que é o desbravador de fake news… aquele vídeo o Dalai Lama com a criança é verdadeiro? Ou é deep fake?",1645095321024835584
2218,2023-04-09 16:03:16+00:00,mel_faust,quero ver se o coral livre  não vai cantar no campori! já até mandei msg pro pastor da ucb kkkkkkkk,1645095039628984324
2219,2023-04-09 15:56:01+00:00,marcorn29,"@Math_eus777 @paisoltaram Kkkkk pois é. A percepção que ele tem é a mesma de quem assiste pela TV. O escoteiro Scarpa é uma piada. Ele se destacou muito por causa dos cruzamentos. Sem as faltas e os escanteios, ele é um jogador nota 5.",1645093217149362176
2220,2023-04-09 15:41:30+00:00,Vitamina112,"Meu pai chegou no último estágio de pai, agora ele tem um bonezinho que ele usa o tempo inteiro e isso esquenta tanto o meu coraçãozinho, quase chorei vendo ele no shopping com o bonezinho do escoteiro mano, apenas amor pelo meu painho",1645089561041592325
2221,2023-04-09 15:38:02+00:00,heheldss,"vou voltar pra esse clube só pra ir nesse campori, esse ano promete💋",1645088691205939200
2222,2023-04-09 15:36:58+00:00,Nanigiovani99,"Gente se vcs forem escoteiros e decidirem seguir outros escoteiros, não usem a mesma conta que vcs dão rt em fur*y por""n

Obrigado",1645088420262232066
2223,2023-04-09 15:33:40+00:00,bittjn,"Vamos e venhamos com o seguinte: o discurso histórico, como discurso, tem lado. Faz sentido q, 100 anos atrás, as elites paulistas, buscando seu lugar na formação política brasileira q tentava se reinventar como república, enxergasse nos ""desbravadores"" sua antecedência. Tmb faz+",1645087588951138304
2224,2023-04-09 15:15:27+00:00,bhbrazil_,"#EXO em uniforme de colegiais hoje:

Suho - Presidente da turma
Sehun - Líder escoteiro 
Baekhyun - Vocalista da banda lendária 
Xiumin - Capitão de Tênis (esporte)
Chen - Locutor/Anunciador
Kai - Capitão de dança 
D.O. - Clube cinéfilo 
Chanyeol - Capitão do time de basquete https://t.co/5LJJ6Ycsxa",1645083004182642690
2225,2023-04-09 14:39:27+00:00,OsVaRIUdO,Pensando seriamente em volta pro escotismo,1645073948546048006
2226,2023-04-09 14:03:27+00:00,Hamstergod3,@Wallskrr1 @namjoongirlfr dessa vez era um nerdola do escoteiro,1645064887951937536
2227,2023-04-09 13:04:02+00:00,biancanazari,"Eu tô muito enviesada com o caso do escoteiro Marco Aurélio, pq acabei de ouvir o podcast Pico dos Marins (ótimo, recomendadíssimo) mas tbm meu lado blublublué sempre quis saber o babado em torno da Área 51. O que tem lá??? Será que os governos têm comprovação sobre os ets???",1645049934188617730
2228,2023-04-09 12:27:01+00:00,Pr_JonasAraujo,"Encerramento da Semana Santa na IASD Tibiri com uma linda festa batismal

Pessoas ganhas através das Frentes Missionárias: Desbravadores, Duplas Missionárias, ASA e TV Novo Tempo

Quando a igreja vive em missão, Deus cuida dos resultados

#JesusVenceu
#MNeTerradeproezas https://t.co/QKxgUwLtzR",1645040617787932672
2229,2023-04-09 12:00:01+00:00,EscoteirosRS,"⚜️Como escoteiros, sabemos que a união é fundamental para superar desafios e construir um mundo melhor. Que esta Páscoa nos inspire a continuar trabalhando juntos, em prol da comunidade, da natureza e do desenvolvimento pessoal.",1645033822747262978
2230,2023-04-09 12:00:01+00:00,EscoteirosRS,"🎉Que possamos celebrar esta data com muita alegria, respeitando as tradições e compartilhando nossas experiências e aprendizados.
😊Feliz Páscoa a todos os escoteiros e suas famílias!

#EscoteirosRS",1645033821874819072
2231,2023-04-09 11:52:23+00:00,BelleAmethyst,"@Therealjaovic Vei falando nisso, ontem eu fui assistente do chefe do escoteiro né? então eu tive muito contato com as crianças, e só tinha UMA CRIANÇA PRETA e ela era sempre excluída e nossa sério, pq quando eu era criança eu n percebia essas coisas mas agora eu vi e de vdd, sinto muito",1645031902858846209
2232,2023-04-09 10:07:16+00:00,sitenatalemfoco,"Escoteiros conhecem o funcionamento do Navio Hidroceanográfico Cruzeiro do Sul
A equipe do Natal em Foco acompanhou a visita onde foi recepcionado pelo pessoal da Marinha do Brasil 
Veja matéria em:

https://t.co/cJCPeaiTC3 https://t.co/R9ISzqhZsD",1645005448817377281
2233,2023-04-09 09:17:12+00:00,ExoProjectt,"EXO GROWL HIGH SCHOOL ERA

#Suho: Presidente de classe
#Xiumin: Capitão clube de tênis
#Sehun: Capitão escoteiro
#Baekhyun: Vocalista da banda
#Kai: Capitão clube de dança
#Chen: Locutor
#Kyungsoo: Clube de cinema
#Chanyeol: Capitão time de basquete

#ItsEXOTime
#EXOCLOCK_D2 https://t.co/lNdj7si931",1644992849392312323
2234,2023-04-09 05:31:29+00:00,CezarFerrez,"3)RAM, NADA e ninguém nem poh@alguma; NUNCA SOLTARAM uma nota aberta de REPÚDIO E REPROVAÇÃO contra todas ORCRIMs corruptas esquerdoPRAGAS SATÂNICAS lesa pátria. Escoteiro PaulAA chagas câncer, foi CRÍTICO FERRENHO do Gov Bolsonaro, e agora fica LATINDO como um CÃO VIRA-LATA.",1644936045270532096
2235,2023-04-09 05:26:55+00:00,UmaMarina,Coloquei o escotismo no currículo 🥰,1644934896001875969
2236,2023-04-09 05:20:00+00:00,narducciii,hoje fiz minha aparição do mes no escoteiro agora só em maio,1644933155311214594
2237,2023-04-09 04:04:38+00:00,aninhaisabelll,@dudaduudis EU NO ESCOTEIRO,1644914188546965504
2238,2023-04-09 04:01:02+00:00,nerdolapontoexe,"desconheço uma pessoa mais gay que o escoteiro, esse exala boiolagem",1644913284175233024
2239,2023-04-09 03:14:28+00:00,narutjnha,@ep1lder ai amg deus abençoe cada escoteiro de cada grupo de jf que já enfiei a língua dentro da boca DEUS ABENÇOE 🙏🏽🙏🏽🙏🏽🙏🏽,1644901565747142656
2240,2023-04-09 03:09:00+00:00,Matt_Amciel,"@omiguelspencer Seria muito interessante tipo espero que não aconteça mais caso a Lois morresse na terceira temporada de Superman e Lois e o Superman do Tyler invés de fazer igual ao de Injustice, ele manter a esperança e continuar sendo um escoteiro...",1644900187620384768
2241,2023-04-09 03:01:46+00:00,omiguelspencer,"Eu acho muito ruim a ideia do Superman que é um “escoteiro” se rebelar TANTO ao ponto de virar um DITADOR com um acontecimento (mesmo que seja pesadíssimo)

Se ele mantivesse o lado bom dele dps do fatídico acontecimento isso enriqueceria o quão forte é a personalidade do mesmo++ https://t.co/qEik739nFD",1644898367418535936
2242,2023-04-09 02:43:40+00:00,Ceciandrad3,"Boyy, pensando serião em me juntar com minha prima pra trufa pra financiar esse campori e ter minha graninha",1644893815210229761
2243,2023-04-09 02:40:35+00:00,psdiulia,"Dia produtivo é quando você: chega do rolê às 06h da manhã, dorme, arruma o quarto, estuda, prepara atividade pro grupo escoteiro, assiste série, janta com os amigos, fofoca muito e ainda chega em casa de volta a tempo de assistir mais série",1644893039674916865
2244,2023-04-09 02:22:04+00:00,victor_bonan,Feedaram o escoteiro 🧐🍄 https://t.co/jqK0zAhfaZ,1644888378322681861
2245,2023-04-09 02:28:41+00:00,Wandersonvlogs_,"Clube de desbravadores Raio de luz ❤️ #amici22 #RealMadridVillarreal  #Flamengo #BrasileiraoFemininoNeoenergia  #BoaNoite  #ParisRoubaix
#RealMadridVillarreal #MusicBankInParis https://t.co/p2eznsMWig",1644890043146706945
2246,2023-04-09 02:35:13+00:00,victor_bonan,"Dois Quinn/Gwen tomando paulada do escoteiro. Eu sei que muitos odeiam elusivos, mas é difícil não gostar de Teemo. Eis aqui o código para abrir as portas do inferno kkkkk.
CMDACBAHCAAQKBYWAEDQIEICAYDSAJQDAUCAEBQOAQAQICAZGQ5ACAQEA45UKAA https://t.co/f3QjkPF8Kh",1644891685187403780
2247,2023-04-09 02:11:22+00:00,FalseFlear,"@Rogerio30293592 @Arefsoid Leia toda thread antes de tudo.

Nem se a gente dividir por 3 os casos heteros(20℅) os números ficam consideralmente maiores, na pratica, banir heteros de serem chefes escoteiros da na mesma nessa lógica bizarra. https://t.co/oV1MlF908L",1644885683855585281
2248,2023-04-09 01:30:49+00:00,trishmoranguinh,@killerqueenkkjj @Alienandinhe buceta peluda é tipo uma selva e eu sou um biólogo desbravador,1644875481488015360
2249,2023-04-09 01:01:20+00:00,narutjnha,"um dos maiores prazeres da vida eh ser um tipo de maria ne, eu por exemplo sou maria escoteira não me importa se você mora em jf, se mora em minas ou do outro lado do mundo você sendo escoteiro automaticamente te faz muito lindo e TOTALMENTE o meu tipo",1644868059935522822
2250,2023-04-09 00:59:43+00:00,klzgys,@pablogavibr nosso próximo galvao escoteiro,1644867652022566912
2251,2023-04-09 00:58:10+00:00,Cartoonittx,"1. Lumberjanes (Série)

Cinco garotas, um acampamento e várias aventuras: Lumberjanes conta a história de cinco escoteiros que se deparam com criaturas estranhas, o sobrenatural e um mistério que terão que desvendar. https://t.co/ZNIneDn9bm",1644867262438940675
2252,2023-04-09 00:55:44+00:00,scruwny,@dsygarden filhinho de papai escoteiro virjola,1644866651240685568
2253,2023-04-09 00:45:40+00:00,klzgys,@pablogavibr escoteiro q chique,1644864116337541121
2254,2023-04-09 00:41:42+00:00,caroliinacard,"Amei que fui na feira de livros dos escoteiros que a B2 participa, levei 40 reais e voltei com 8 livros e 1 mangá 🗣🗣🗣🗣",1644863121138302978
2255,2023-04-09 00:36:53+00:00,pablogavibr,"5 fatos/curiosidades aleatórias sobre o adm que ninguém quer saber mas decidi postar aqui:

- Tenho 17 anos
- Estou no primeiro semestre do curso de jornalismo
- Sou ""primo"" do Dinei que jogou no Corinthians
- já fui escoteiro kkkkkkk
- meu youtuber favorito é o t3ddy https://t.co/xpaDYINACL",1644861906123997185
2256,2023-04-09 00:18:54+00:00,carolzitaaa13,alguem proibe o escoteiro de tirar foto pf,1644857380348338177
2257,2023-04-08 23:35:31+00:00,abreuesales,@alexandre Continue desbravador assim .doutor  Alexandre.homem de pulso firme .dedicado ao trabalho. Parabéns,1644846463170617344
2258,2023-04-08 23:16:48+00:00,AnnaBiaDuran,"de manhã vestida de dbv e de tarde avt, me sinto mudando de facetas pois com um sou apenas uma instrutora e no outro a diretora",1644841753269108736
2259,2023-04-08 23:08:41+00:00,BraunBatata,"Lembrando aqui do dia q eu era escoteiro e toda reuniao uma menina rica dizia q a casa dela tinha banheira, certo dia fomos brincar de esconde esconde la, e eu so procurando a banheira pra ver se era vdd, acabei mi perdendo na casa https://t.co/2KPJykj2ZL",1644839713197510659
2260,2023-04-08 23:08:25+00:00,Andrews_DBV,última atualização de visitantes do meu perfil https://t.co/esvVZmj6sb,1644839642523475968
2261,2023-04-08 22:45:51+00:00,Kiratrinas,@SLuggars Pelo menos não é que nem eu que jogo de rato escoteiro,1644833965948239874
